,Companies,Farm Segment,Solution Focus,Country,All Investors,Total Funding,country,code_2,code_3,country_code,iso_3166_2,continent,sub_region,region_code,sub_region_code,Funding,region
771,Krishify,Crops,Business Planning & Finance,India,"Orios Venture Partners, AppyHigh, Ankur Capital, Chakradhar Gade, Nitin Kaushal, Omidyar Network India, Omnivore Partners",6.2,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,6200000,Asia
772,KRISPR,Crops,Monitoring & Management,United Arab Emirates,Kaizen,0.6,United Arab Emirates,AE,ARE,784,ISO 3166-2:AE,Asia,Western Asia,142,145,600000,Asia
773,Kuaidan Technology,,Monitoring & Management,China,ZMW,1.57,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,1570000,Asia
774,Kula Bio,Crops,Biotech,United States,"Pillar, Lerer Hippeau, The Nature Conservancy, Collab+Currency, Lowercarbon Capital, The Grantham Foundation, iSelect Fund, BOPU, Collaborative Fund, Embark Ventures",71.23,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,71230000,North America
775,Kultevat,Crops,Biotech,United States,"Open Prairie Ventures, iSelect Fund",6.46,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,6460000,North America
776,Kyomei,"Livestock, Poultry, & Meats",Biotech,United Kingdom,"IndieBio, University of Oxford",0.2,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,200000,Europe
777,La Ruche Qui Dit Oui,Multi-faceted,Distribution & Sales,France,"Siparex, XAnge Private Equity, Christophe Duhamel, Kima Ventures, Marc Simoncini, BNP Paribas, Caisse des Depots et Consignations, Paris Initiative Enterprises, Felix Capital, Quadia, Union Square Ventures, Cipio Partners",13.2,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,13200000,Europe
778,Ladera Labs,Crops,Monitoring & Management,United States,Alchemist Accelerator,0.03,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,30000,North America
779,Land Life Company,Crops,Biotech,Netherlands,"Postcode Lottery Green Challenge, SYSTEMIQ, Vectr Ventures, The Grantham Foundation, Achmea Innovation Fund",4.37,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,4370000,Europe
780,Lanworth,Crops,Monitoring & Management,United States,Thomson Reuters,1.2,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1200000,North America
781,Leaf Agriculture,Crops,Monitoring & Management,Brazil,"Radicle, ACE Accelerator, Cultivian Sandbox, SP Ventures, Plug and Play Accelerator",7.31,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,7310000,South America
782,Leaf Space,Multi-faceted,Monitoring & Management,Italy,"I3P - Incubatore Imprese Innovative Politecnico Torino, Como Venture, Key Capital, PoliHub, RedSeed Ventures, Horizon 2020, Whysol Investments, Primo Ventures",10.62,Italy,IT,ITA,380,ISO 3166-2:IT,Europe,Southern Europe,150,39,10620000,Europe
783,LeanAgri,Crops,Monitoring & Management,India,"Travis Kalanick, YES SCALE, Ajay Prabhu, Better Capital AngelList, Hari Balasubramanian, India Quotient, Sachin Oswal",0.54,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,540000,Asia
784,Leap India Food and Logistics,Crops,Packing & Supply Chain,India,"Neev Fund, IFU",23.04,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,23040000,Asia
785,Legmin,Crops,Monitoring & Management,Japan,"Incubate Fund, SMBC Venture Capital, Shizuoka Capital, Takram, kemuri ventures",2.1,Japan,JP,JPN,392,ISO 3166-2:JP,Asia,Eastern Asia,142,30,2100000,Asia
786,Leigado,"Livestock, Poultry, & Meats",Monitoring & Management,Brazil,Cotidiano,0.03,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,30000,South America
787,Les Nouvelles Fermes,Multi-faceted,Monitoring & Management,France,"Accelerateur PME-ETI Nouvelle-Aquitaine, Banque des Territoires, Credit Agricole Aquitaine, Credit Industriel et Commercial, IRDI Midi-Pyrenees",2.38,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,2380000,Europe
788,LettUs Grow,Crops,Monitoring & Management,United Kingdom,"Oracle Startup Cloud Accelerator, Innovate UK, Bethnal Green Ventures, ClearlySo, Parkwalk Advisors, Postcode Lottery Green Challenge, Vodafone Techstarter, Shell LiveWIRE, Longwall Venture Partners, Tech Nation",4.37,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,4370000,Europe
789,Light Science Technologies Holdings,Crops,Monitoring & Management,United Kingdom,"Intuitive Investments Group, Innovate UK",2.04,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,2040000,Europe
790,Linkinfarm,Crops,Business Planning & Finance,France,"Credit Agricole, Isagri, NFactory, Normandie Participations",1.16,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,1160000,Europe
791,Linx Robot,Crops,Packing & Supply Chain,China,"Xiyi Asset Management, CITIC Wealth, Huafon Group, Xiyi Assets, Ferry Venture Capital, Yi Kun Venture Capital, Dongfang Jiafu",32.39,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,32390000,Asia
792,LISAqua,"Livestock, Poultry, & Meats",Distribution & Sales,France,Go Capital,5.42,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,5420000,Europe
793,Little Leaf Farms,Crops,Monitoring & Management,United States,"Bank of America, Bill Helman, Coppermine Capital, Equilibrium Capital Partners, Pilot House Ventures",108,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,108000000,North America
794,LIVEKINDLY,"Livestock, Poultry, & Meats",Biotech,United States,"Agronomics, Unovis Asset Management, Blue Horizon, EQT, Griffith Foods, Trustbridge Partners, Rabo Corporate Investments, S2G Ventures, The Rise Fund",535,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,535000000,North America
795,Livestock Water Recycling,"Livestock, Poultry, & Meats",Monitoring & Management,Canada,"FoodBytes!, THRIVE Accelerator, SVG Ventures, Nutrien Radicle Challenge, Dairy Farmers of America, Google for Startups Accelerator For Women Founders",0.55,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,550000,North America
796,Livestock Wealth,"Livestock, Poultry, & Meats",Business Planning & Finance,South Africa,"MassChallenge, AlphaCode",0.13,South Africa,ZA,ZAF,710,ISO 3166-2:ZA,Africa,Southern Africa,2,18,130000,Africa
797,Ljusgårda,Crops,Monitoring & Management,Sweden,"Jula, Philian Invest, Back in Black Capital, Per Brilioth",18.95,Sweden,SE,SWE,752,ISO 3166-2:SE,Europe,Northern Europe,150,154,18950000,Europe
798,Loam Bio,Crops,Biotech,Australia,"Clean Energy Finance Corporation, Grok Ventures, Horizons Ventures, Lowercarbon Capital, Mike Cannon-Brookes, Acre Venture Partners, Main Sequence Ventures, TIME Ventures, Thistledown Capital",36.97,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,36970000,Oceania
799,Local Dirt,Multi-faceted,Packing & Supply Chain,United States,"Peak Ridge Capital, AgSquared, Small Business Innovation Research Awards",0.7,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,700000,North America
800,Local Food Systems,Crops,Distribution & Sales,United States,NGB Markets,0.06,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,60000,North America
801,Local Roots,Crops,Monitoring & Management,Russian Federation,TealTech Capital,0.09,Russian Federation,RU,RUS,643,ISO 3166-2:RU,Europe,Eastern Europe,150,151,90000,Europe
802,Local Urban Vegetables,Crops,Monitoring & Management,United States,,1.99,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1990000,North America
803,Locus Fermentation Solutions,Crops,Biotech,United States,,20.29,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,20290000,North America
804,Logic Labs,Crops,Monitoring & Management,New Zealand,Sprout Agritech,0.02,New Zealand,NZ,NZL,554,ISO 3166-2:NZ,Oceania,Australia and New Zealand,9,53,20000,Oceania
805,LoveYourLarder,Multi-faceted,Distribution & Sales,United Kingdom,Northstar Ventures,0.16,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,160000,Europe
806,LPixel,Multi-faceted,Biotech,Japan,"JAFCO, Mistletoe, Toray Industries, Slingshot@Switch, CEJ Capital, CYBERDYNE, FUJIFILM Holdings Corporation, Olympus Corporation, SBI Investment, TechMatrix, Canon Medical Systems",33.74,Japan,JP,JPN,392,ISO 3166-2:JP,Asia,Eastern Asia,142,30,33740000,Asia
807,Lufa Farms,Crops,Monitoring & Management,Canada,"Andrew Ferrier, Cycle Capital, Kubo Greenhouse Project, Fonds de Solidarite FTQ, BDC Capital",7.5,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,7500000,North America
808,Lumachain,Crops,Packing & Supply Chain,Australia,Main Sequence Ventures,2.4,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,2400000,Oceania
809,Lumense,Multi-faceted,Monitoring & Management,United States,"Intelligent Systems Corporation, Leland Strange, GRA Venture Fund, The Coca-Cola Company, Advanced Technology Development Center",2.65,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2650000,North America
810,LumiGrow,Crops,Monitoring & Management,United States,"Clean Pacific Ventures, Ecosystem Integrity Fund, GreenHouse Capital, ValueAct Capital, Medica Partners",5.6,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,5600000,North America
811,Luxelare,Crops,Monitoring & Management,Mexico,Wayra,0.39,Mexico,MX,MEX,484,ISO 3166-2:MX,Americas,North America,19,13,390000,North America
812,M2i Lifesciences,Multi-faceted,Biotech,France,"IDInvest Partners, ADM Capital, Creadev, Raise Impact",79.03,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,79030000,Europe
813,MagGrow,Crops,Monitoring & Management,Ireland,"THRIVE Accelerator, Pearse Lyons Cultivator, Astanor Ventures, WakeUp Capital",10.52,Ireland,IE,IRL,372,ISO 3166-2:IE,Europe,Northern Europe,150,154,10520000,Europe
814,Main Street Data,Crops,Monitoring & Management,United States,"Leawood Venture Capital, OpenAir Equity Partners",7.68,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,7680000,North America
815,MandiExpress,Crops,Distribution & Sales,Pakistan,"Nest I/O, Disrupt, Lakson Investments Venture Capital",0.73,Pakistan,PK,PAK,586,ISO 3166-2:PK,Asia,Southern Asia,142,34,730000,Asia
816,Manna CEA,Crops,Monitoring & Management,South Korea,"WADIZ, KITE Entrepreneurship Foundation, DS Asset Management, DSC Investment, Kakao Ventures, TIPS Program",18.66,South Korea,KR,KOR,410,ISO 3166-2:KR,Asia,Eastern Asia,142,30,18660000,Asia
817,Manus Bio,Crops,Biotech,United States,"Rhapsody Venture Partners, Alumni Ventures Group, Bill & Melinda Gates Foundation, NXT Ventures, Paycheck Protection Program, Capricorn Partners, Prefix Capital",106.18,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,106180000,North America
818,Market Wagon,Multi-faceted,Distribution & Sales,United States,Hyde Park Venture Partners,5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,5000000,North America
819,MatMaCorp,Multi-faceted,Biotech,United States,Invest Nebraska,7,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,7000000,North America
820,Matorka,Fishing & Seafood,Monitoring & Management,Iceland,"Aqua-Spark, Freyja",5.5,Iceland,IS,ISL,352,ISO 3166-2:IS,Europe,Northern Europe,150,154,5500000,Europe
821,Matrix F.T.,"Livestock, Poultry, & Meats",Biotech,United States,"CPT Capital, Clear Current Capital, IKOVE Capital Partners, Siddhi Capital, Unovis Asset Management",3,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,3000000,North America
822,Mavrx Imaging,Crops,Monitoring & Management,United States,"Slow Ventures, Bloomberg Beta, Eclipse Ventures, Shasta Ventures, Visionnaire Ventures, Entrepreneur First, Taranis",12.4,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,12400000,North America
823,Mayani,Multi-faceted,Distribution & Sales,Philippines,"GROW, QBO Innovation Hub, Accelerating Asia",0.2,Philippines,PH,PHL,608,ISO 3166-2:PH,Asia,South-Eastern Asia,142,35,200000,Asia
824,MCFLY,Crops,Monitoring & Management,China,"Baidu Ventures, Elevation China Capital, FreesFund, CAS Star, GF Qianhe, RiverHill Fund, Baidu AI Accelerator",3.92,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,3920000,Asia
825,Meatable,"Livestock, Poultry, & Meats",Biotech,Netherlands,"Atlantic Food Labs, Backed VC, BlueYard Capital, Charlie Songhurst, Jorg Mohaupt, Albert Wenger, Eurostars Programme, Taavet Hinrikus, Agronomics, DSM Venturing, Humboldt Fund, Jeffrey Leiden, Rick Klausner, Section 32",62.92,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,62920000,Europe
826,Meati Foods,"Livestock, Poultry, & Meats",Biotech,United States,"Chain Reaction Innovations, Argonne National Laboratory, Congruent Ventures, Social Starts, National Science Foundation, Advanced Industries Accelerator Grant Program, Acre Venture Partners, John Foraker, Jonathan Neman, Nick Kokonas, Nicolas Jammet, Prelude Ventures, Tao Capital Partners, Bond",106.31,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,106310000,North America
827,Meet Future,"Livestock, Poultry, & Meats",Biotech,Estonia,Proveg Incubator,0.02,Estonia,EE,EST,233,ISO 3166-2:EE,Europe,Northern Europe,150,154,20000,Europe
828,Meicai,Crops,Distribution & Sales,China,"CMC Capital Partners, Genesis Capital, Tiger Global Management, Blue Lake Capital, Shunwei Capital Partners, H Capital, Meituan, ZhenFund, Microsoft ScaleUp",651.6,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,651600000,Asia
829,Meiogenix,Crops,Biotech,France,"Biotechnology and Biological Sciences Research Council, Kurma Partners, Institut Curie, Alexandria Venture Investments, Bpifrance, Casdin Capital, Genoa Ventures, Sofinnova Partners",14.59,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,14590000,Europe
830,Mekitec,Multi-faceted,Packing & Supply Chain,Finland,"Finnish Industry Investment, Inventure",3,Finland,FI,FIN,246,ISO 3166-2:FI,Europe,Northern Europe,150,154,3000000,Europe
831,MeliBio,Crops,Biotech,United States,"Big Idea Ventures, 18.Ventures, Capital V, Courtney Reum, Social Starts, SparkLabs Cultiv8, Sustainable Food Ventures, CULT Food Science, Alumni Ventures Group, Astanor, Collaborative Fund, Hack Ventures, Midnight Venture Partners, Siddhi Capital, Skyview Capital Ventures, XRC Labs",6.4,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,6400000,North America
832,Melt&Marble,"Livestock, Poultry, & Meats",Biotech,Sweden,"Chalmers Ventures, Nordic FoodTech VC, PINC, Purple Orange Ventures, Chalmers University of Technology",0.88,Sweden,SE,SWE,752,ISO 3166-2:SE,Europe,Northern Europe,150,154,880000,Europe
833,Mercaris,Multi-faceted,Distribution & Sales,United States,"Kapor Capital, Ulupono Initiative, Closed Loop Capital, Comcast Ventures, Middleland Capital, New Ground Ventures, S2G Ventures, Maryland Department of Business & Economic Development, WeWork Creator Awards, iSelect Fund",6.95,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,6950000,North America
834,Meridia,Crops,Business Planning & Finance,Netherlands,"Angin, Climate-KIC Accelerator, HERi Africa, Omidyar Network",0.28,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,280000,Europe
835,Mesur.io,Crops,Monitoring & Management,United States,Techstars,2.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2500000,North America
836,Metabolic Insights,Crops,Biotech,Israel,StartLife,0.09,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,90000,Asia
837,Metomotion,Crops,Monitoring & Management,Israel,"Horizon 2020, The Trendlines Group, EIC Accelerator, Lely Group, Navus Ventures, Ridder, Sirius Venture Partners",6.5,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,6500000,Asia
838,Mi Terro,Multi-faceted,Biotech,United States,"Kickstarter, Dairy Farmers of America, GROW, MassChallenge, Astanor, 100+ Accelerator",1.78,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1780000,North America
839,MicaSense,Crops,Monitoring & Management,United States,"Parrot, AgEagle Aerial Systems",9.4,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,9400000,North America
840,Midwest Row Crop Collaborative,Crops,Monitoring & Management,United States,HSBC,1.6,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1600000,North America
841,Midwestern BioAg,Crops,Monitoring & Management,United States,"Grower's Secret, Proteus Environmental Technologies, Bison Capital Asset Management, Madison Bay Capital Partners, S2G Ventures, Taube Investment Partners, The Mcknight Foundation, the Franciscan Sisters of Mary, Larta Institute, Paycheck Protection Program, Skyline Global Partners",45.85,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,45850000,North America
842,Miimosa,Multi-faceted,Business Planning & Finance,France,"Amundi Private Equity Funds, Credit Agricole, PhiTrust Impact Investors, Sofilaro, Bpifrance, InVivo Invest, weave, Alter Equity, Astanor Ventures, Fondation Daniel et Nina Carasso, Quadia",13.26,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,13260000,Europe
843,Miklens Bio,Crops,Biotech,India,,5,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,5000000,Asia
844,Mile High Organics,Crops,Distribution & Sales,United States,"500 Global, TA Ventures, Alex Khein, Hawaii Angels",2.86,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2860000,North America
845,Milk Moovement,"Livestock, Poultry, & Meats",Packing & Supply Chain,Canada,"Volta Labs, Propel ICT Accelerator, Propel Incite, Food-X, SOSV, THRIVE Accelerator, Techstars, Better Foods, Bread & Butter Ventures, Dynamo VC, Matchstick Ventures, Richard Cargill, SAP.iO Foundry Paris, Sustainable Development Technology Canada, Atlantic Canada Opportunities Agency",5.12,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,5120000,North America
